method,sample_percent,fold,seed,benchmark,score,sampled_ids
random,0.47,0,42,aime24,accuracy,"[20, 3, 0, 23, 8, 7, 24, 4, 28, 17, 2, 18, 13, 1]"
random,0.47,0,42,aime24,answer_length,"[20, 3, 0, 23, 8, 7, 24, 4, 28, 17, 2, 18, 13, 1]"
random,0.47,1,43,aime24,accuracy,"[1, 9, 22, 24, 4, 14, 11, 21, 3, 26, 19, 15, 0, 16]"
random,0.47,1,43,aime24,answer_length,"[1, 9, 22, 24, 4, 14, 11, 21, 3, 26, 19, 15, 0, 16]"
random,0.47,2,44,aime24,accuracy,"[13, 16, 17, 22, 3, 5, 12, 7, 9, 0, 26, 25, 20, 18]"
random,0.47,2,44,aime24,answer_length,"[13, 16, 17, 22, 3, 5, 12, 7, 9, 0, 26, 25, 20, 18]"
random,0.47,3,45,aime24,accuracy,"[8, 13, 15, 29, 2, 9, 10, 0, 25, 27, 22, 3, 24, 18]"
random,0.47,3,45,aime24,answer_length,"[8, 13, 15, 29, 2, 9, 10, 0, 25, 27, 22, 3, 24, 18]"
random,0.58,0,42,aime24,accuracy,"[20, 3, 0, 23, 8, 7, 24, 4, 28, 17, 2, 18, 13, 1, 27, 16, 21]"
random,0.58,0,42,aime24,answer_length,"[20, 3, 0, 23, 8, 7, 24, 4, 28, 17, 2, 18, 13, 1, 27, 16, 21]"
random,0.58,1,43,aime24,accuracy,"[1, 9, 22, 24, 4, 14, 11, 21, 3, 26, 19, 15, 0, 16, 13, 28, 5]"
random,0.58,1,43,aime24,answer_length,"[1, 9, 22, 24, 4, 14, 11, 21, 3, 26, 19, 15, 0, 16, 13, 28, 5]"
random,0.58,2,44,aime24,accuracy,"[13, 16, 17, 22, 3, 5, 12, 7, 9, 0, 26, 25, 20, 18, 24, 23, 8]"
random,0.58,2,44,aime24,answer_length,"[13, 16, 17, 22, 3, 5, 12, 7, 9, 0, 26, 25, 20, 18, 24, 23, 8]"
random,0.58,3,45,aime24,accuracy,"[8, 13, 15, 29, 2, 9, 10, 0, 25, 27, 22, 3, 24, 18, 17, 28, 11]"
random,0.58,3,45,aime24,answer_length,"[8, 13, 15, 29, 2, 9, 10, 0, 25, 27, 22, 3, 24, 18, 17, 28, 11]"
random,0.68,0,42,aime24,accuracy,"[20, 3, 0, 23, 8, 7, 24, 4, 28, 17, 2, 18, 13, 1, 27, 16, 21, 29, 25, 9]"
random,0.68,0,42,aime24,answer_length,"[20, 3, 0, 23, 8, 7, 24, 4, 28, 17, 2, 18, 13, 1, 27, 16, 21, 29, 25, 9]"
random,0.68,1,43,aime24,accuracy,"[1, 9, 22, 24, 4, 14, 11, 21, 3, 26, 19, 15, 0, 16, 13, 28, 5, 20, 8, 6]"
random,0.68,1,43,aime24,answer_length,"[1, 9, 22, 24, 4, 14, 11, 21, 3, 26, 19, 15, 0, 16, 13, 28, 5, 20, 8, 6]"
random,0.68,2,44,aime24,accuracy,"[13, 16, 17, 22, 3, 5, 12, 7, 9, 0, 26, 25, 20, 18, 24, 23, 8, 11, 4, 10]"
random,0.68,2,44,aime24,answer_length,"[13, 16, 17, 22, 3, 5, 12, 7, 9, 0, 26, 25, 20, 18, 24, 23, 8, 11, 4, 10]"
random,0.68,3,45,aime24,accuracy,"[8, 13, 15, 29, 2, 9, 10, 0, 25, 27, 22, 3, 24, 18, 17, 28, 11, 23, 19, 20]"
random,0.68,3,45,aime24,answer_length,"[8, 13, 15, 29, 2, 9, 10, 0, 25, 27, 22, 3, 24, 18, 17, 28, 11, 23, 19, 20]"
random,0.79,0,42,aime24,accuracy,"[20, 3, 0, 23, 8, 7, 24, 4, 28, 17, 2, 18, 13, 1, 27, 16, 21, 29, 25, 9, 15, 11, 12]"
random,0.79,0,42,aime24,answer_length,"[20, 3, 0, 23, 8, 7, 24, 4, 28, 17, 2, 18, 13, 1, 27, 16, 21, 29, 25, 9, 15, 11, 12]"
random,0.79,1,43,aime24,accuracy,"[1, 9, 22, 24, 4, 14, 11, 21, 3, 26, 19, 15, 0, 16, 13, 28, 5, 20, 8, 6, 10, 2, 17]"
random,0.79,1,43,aime24,answer_length,"[1, 9, 22, 24, 4, 14, 11, 21, 3, 26, 19, 15, 0, 16, 13, 28, 5, 20, 8, 6, 10, 2, 17]"
random,0.79,2,44,aime24,accuracy,"[13, 16, 17, 22, 3, 5, 12, 7, 9, 0, 26, 25, 20, 18, 24, 23, 8, 11, 4, 10, 6, 21, 15]"
random,0.79,2,44,aime24,answer_length,"[13, 16, 17, 22, 3, 5, 12, 7, 9, 0, 26, 25, 20, 18, 24, 23, 8, 11, 4, 10, 6, 21, 15]"
random,0.79,3,45,aime24,accuracy,"[8, 13, 15, 29, 2, 9, 10, 0, 25, 27, 22, 3, 24, 18, 17, 28, 11, 23, 19, 20, 1, 21, 4]"
random,0.79,3,45,aime24,answer_length,"[8, 13, 15, 29, 2, 9, 10, 0, 25, 27, 22, 3, 24, 18, 17, 28, 11, 23, 19, 20, 1, 21, 4]"
random,0.89,0,42,aime24,accuracy,"[20, 3, 0, 23, 8, 7, 24, 4, 28, 17, 2, 18, 13, 1, 27, 16, 21, 29, 25, 9, 15, 11, 12, 5, 6, 22]"
random,0.89,0,42,aime24,answer_length,"[20, 3, 0, 23, 8, 7, 24, 4, 28, 17, 2, 18, 13, 1, 27, 16, 21, 29, 25, 9, 15, 11, 12, 5, 6, 22]"
random,0.89,1,43,aime24,accuracy,"[1, 9, 22, 24, 4, 14, 11, 21, 3, 26, 19, 15, 0, 16, 13, 28, 5, 20, 8, 6, 10, 2, 17, 12, 7, 18]"
random,0.89,1,43,aime24,answer_length,"[1, 9, 22, 24, 4, 14, 11, 21, 3, 26, 19, 15, 0, 16, 13, 28, 5, 20, 8, 6, 10, 2, 17, 12, 7, 18]"
random,0.89,2,44,aime24,accuracy,"[13, 16, 17, 22, 3, 5, 12, 7, 9, 0, 26, 25, 20, 18, 24, 23, 8, 11, 4, 10, 6, 21, 15, 2, 27, 29]"
random,0.89,2,44,aime24,answer_length,"[13, 16, 17, 22, 3, 5, 12, 7, 9, 0, 26, 25, 20, 18, 24, 23, 8, 11, 4, 10, 6, 21, 15, 2, 27, 29]"
random,0.89,3,45,aime24,accuracy,"[8, 13, 15, 29, 2, 9, 10, 0, 25, 27, 22, 3, 24, 18, 17, 28, 11, 23, 19, 20, 1, 21, 4, 6, 5, 12]"
random,0.89,3,45,aime24,answer_length,"[8, 13, 15, 29, 2, 9, 10, 0, 25, 27, 22, 3, 24, 18, 17, 28, 11, 23, 19, 20, 1, 21, 4, 6, 5, 12]"
random,1.0,0,42,aime24,accuracy,"[20, 3, 0, 23, 8, 7, 24, 4, 28, 17, 2, 18, 13, 1, 27, 16, 21, 29, 25, 9, 15, 11, 12, 5, 6, 22, 26, 10, 14, 19]"
random,1.0,0,42,aime24,answer_length,"[20, 3, 0, 23, 8, 7, 24, 4, 28, 17, 2, 18, 13, 1, 27, 16, 21, 29, 25, 9, 15, 11, 12, 5, 6, 22, 26, 10, 14, 19]"
random,1.0,1,43,aime24,accuracy,"[1, 9, 22, 24, 4, 14, 11, 21, 3, 26, 19, 15, 0, 16, 13, 28, 5, 20, 8, 6, 10, 2, 17, 12, 7, 18, 27, 25, 23, 29]"
random,1.0,1,43,aime24,answer_length,"[1, 9, 22, 24, 4, 14, 11, 21, 3, 26, 19, 15, 0, 16, 13, 28, 5, 20, 8, 6, 10, 2, 17, 12, 7, 18, 27, 25, 23, 29]"
random,1.0,2,44,aime24,accuracy,"[13, 16, 17, 22, 3, 5, 12, 7, 9, 0, 26, 25, 20, 18, 24, 23, 8, 11, 4, 10, 6, 21, 15, 2, 27, 29, 14, 28, 19, 1]"
random,1.0,2,44,aime24,answer_length,"[13, 16, 17, 22, 3, 5, 12, 7, 9, 0, 26, 25, 20, 18, 24, 23, 8, 11, 4, 10, 6, 21, 15, 2, 27, 29, 14, 28, 19, 1]"
random,1.0,3,45,aime24,accuracy,"[8, 13, 15, 29, 2, 9, 10, 0, 25, 27, 22, 3, 24, 18, 17, 28, 11, 23, 19, 20, 1, 21, 4, 6, 5, 12, 7, 26, 16, 14]"
random,1.0,3,45,aime24,answer_length,"[8, 13, 15, 29, 2, 9, 10, 0, 25, 27, 22, 3, 24, 18, 17, 28, 11, 23, 19, 20, 1, 21, 4, 6, 5, 12, 7, 26, 16, 14]"
disagreement,0.05,0,42,aime24,accuracy,[24]
disagreement,0.05,0,42,aime24,answer_length,[23]
disagreement,0.05,1,43,aime24,accuracy,[4]
disagreement,0.05,1,43,aime24,answer_length,[1]
disagreement,0.05,2,44,aime24,accuracy,[16]
disagreement,0.05,2,44,aime24,answer_length,[13]
disagreement,0.05,3,45,aime24,accuracy,[12]
disagreement,0.05,3,45,aime24,answer_length,[8]
disagreement,0.16,0,42,aime24,accuracy,"[24, 6, 4, 12]"
disagreement,0.16,0,42,aime24,answer_length,"[23, 3, 0, 26]"
disagreement,0.16,1,43,aime24,accuracy,"[4, 12, 9, 18]"
disagreement,0.16,1,43,aime24,answer_length,"[1, 9, 25, 27]"
disagreement,0.16,2,44,aime24,accuracy,"[16, 20, 22, 6]"
disagreement,0.16,2,44,aime24,answer_length,"[13, 19, 20, 25]"
disagreement,0.16,3,45,aime24,accuracy,"[12, 16, 18, 24]"
disagreement,0.16,3,45,aime24,answer_length,"[8, 13, 18, 2]"
disagreement,0.26,0,42,aime24,accuracy,"[24, 6, 4, 12, 22, 16, 15]"
disagreement,0.26,0,42,aime24,answer_length,"[23, 3, 0, 26, 8, 7, 24]"
disagreement,0.26,1,43,aime24,accuracy,"[4, 12, 9, 18, 20, 15, 24]"
disagreement,0.26,1,43,aime24,answer_length,"[1, 9, 25, 4, 16, 11, 3]"
disagreement,0.26,2,44,aime24,accuracy,"[16, 20, 22, 6, 18, 11, 24]"
disagreement,0.26,2,44,aime24,answer_length,"[13, 19, 20, 25, 3, 5, 12]"
disagreement,0.26,3,45,aime24,accuracy,"[12, 16, 18, 24, 4, 9, 15]"
disagreement,0.26,3,45,aime24,answer_length,"[8, 13, 18, 29, 2, 9, 10]"
disagreement,0.37,0,42,aime24,accuracy,"[24, 6, 4, 12, 22, 16, 15, 20, 9, 11, 18]"
disagreement,0.37,0,42,aime24,answer_length,"[23, 3, 0, 26, 8, 7, 24, 4, 28, 20, 2]"
disagreement,0.37,1,43,aime24,accuracy,"[4, 12, 9, 18, 20, 15, 24, 11, 16, 6, 22]"
disagreement,0.37,1,43,aime24,answer_length,"[1, 9, 25, 4, 16, 11, 3, 27, 18, 0, 19]"
disagreement,0.37,2,44,aime24,accuracy,"[16, 20, 22, 6, 18, 11, 24, 9, 4, 15, 12]"
disagreement,0.37,2,44,aime24,answer_length,"[13, 19, 20, 25, 3, 5, 12, 7, 9, 0, 22]"
disagreement,0.37,3,45,aime24,accuracy,"[12, 16, 18, 24, 4, 9, 15, 22, 11, 6, 20]"
disagreement,0.37,3,45,aime24,answer_length,"[8, 13, 18, 29, 2, 9, 10, 0, 25, 27, 22]"
disagreement,0.47,0,42,aime24,accuracy,"[4, 6, 9, 11, 12, 15, 16, 18, 20, 22, 24, 3, 0, 13]"
disagreement,0.47,0,42,aime24,answer_length,"[23, 3, 0, 26, 8, 7, 24, 4, 28, 20, 2, 13, 27, 16]"
disagreement,0.47,1,43,aime24,accuracy,"[4, 6, 9, 11, 12, 15, 16, 18, 20, 22, 24, 1, 14, 5]"
disagreement,0.47,1,43,aime24,answer_length,"[1, 9, 25, 4, 16, 11, 3, 27, 18, 0, 19, 13, 28, 5]"
disagreement,0.47,2,44,aime24,accuracy,"[4, 6, 9, 11, 12, 15, 16, 18, 20, 22, 24, 23, 27, 3]"
disagreement,0.47,2,44,aime24,answer_length,"[13, 19, 20, 25, 3, 5, 12, 7, 9, 0, 22, 26, 21, 27]"
disagreement,0.47,3,45,aime24,accuracy,"[4, 6, 9, 11, 12, 15, 16, 18, 20, 22, 24, 13, 23, 26]"
disagreement,0.47,3,45,aime24,answer_length,"[8, 13, 18, 29, 2, 9, 10, 0, 25, 27, 22, 3, 4, 12]"
disagreement,0.58,0,42,aime24,accuracy,"[4, 6, 9, 11, 12, 15, 16, 18, 20, 22, 24, 3, 0, 13, 10, 29, 2]"
disagreement,0.58,0,42,aime24,answer_length,"[23, 3, 0, 26, 8, 7, 24, 4, 28, 20, 2, 13, 27, 16, 1, 21, 11]"
disagreement,0.58,1,43,aime24,accuracy,"[4, 6, 9, 11, 12, 15, 16, 18, 20, 22, 24, 1, 14, 5, 25, 7, 17]"
disagreement,0.58,1,43,aime24,answer_length,"[1, 9, 25, 4, 16, 11, 3, 27, 18, 0, 19, 13, 28, 5, 22, 8, 6]"
disagreement,0.58,2,44,aime24,accuracy,"[4, 6, 9, 11, 12, 15, 16, 18, 20, 22, 24, 23, 27, 3, 7, 8, 28]"
disagreement,0.58,2,44,aime24,answer_length,"[13, 19, 20, 25, 3, 5, 12, 7, 9, 0, 22, 26, 21, 27, 1, 2, 8]"
disagreement,0.58,3,45,aime24,accuracy,"[4, 6, 9, 11, 12, 15, 16, 18, 20, 22, 24, 13, 23, 26, 29, 1, 5]"
disagreement,0.58,3,45,aime24,answer_length,"[8, 13, 18, 29, 2, 9, 10, 0, 25, 27, 22, 3, 4, 12, 1, 16, 23]"
disagreement,0.68,0,42,aime24,accuracy,"[4, 6, 9, 11, 12, 15, 16, 18, 20, 22, 24, 3, 0, 13, 10, 29, 2, 19, 1, 17]"
disagreement,0.68,0,42,aime24,answer_length,"[23, 3, 0, 26, 8, 7, 24, 4, 28, 20, 2, 13, 27, 16, 1, 21, 11, 25, 18, 10]"
disagreement,0.68,1,43,aime24,accuracy,"[4, 6, 9, 11, 12, 15, 16, 18, 20, 22, 24, 1, 14, 5, 25, 7, 17, 19, 29, 10]"
disagreement,0.68,1,43,aime24,answer_length,"[1, 9, 25, 4, 16, 11, 3, 27, 18, 0, 19, 13, 28, 5, 22, 8, 6, 10, 2, 20]"
disagreement,0.68,2,44,aime24,accuracy,"[4, 6, 9, 11, 12, 15, 16, 18, 20, 22, 24, 23, 27, 3, 7, 8, 28, 5, 0, 29]"
disagreement,0.68,2,44,aime24,answer_length,"[13, 19, 20, 25, 3, 5, 12, 7, 9, 0, 22, 26, 21, 27, 1, 2, 8, 4, 6, 10]"
disagreement,0.68,3,45,aime24,accuracy,"[4, 6, 9, 11, 12, 15, 16, 18, 20, 22, 24, 13, 23, 26, 29, 1, 5, 7, 0, 25]"
disagreement,0.68,3,45,aime24,answer_length,"[8, 13, 18, 29, 2, 9, 10, 0, 25, 27, 22, 3, 4, 12, 1, 16, 23, 19, 28, 21]"
disagreement,0.79,0,42,aime24,accuracy,"[4, 6, 9, 11, 12, 15, 16, 18, 20, 22, 24, 3, 0, 13, 10, 29, 2, 19, 1, 17, 27, 21, 8]"
disagreement,0.79,0,42,aime24,answer_length,"[23, 3, 0, 26, 8, 7, 24, 4, 28, 20, 2, 13, 27, 16, 1, 21, 11, 25, 18, 10, 5, 6, 22]"
disagreement,0.79,1,43,aime24,accuracy,"[4, 6, 9, 11, 12, 15, 16, 18, 20, 22, 24, 1, 14, 5, 25, 7, 17, 19, 29, 10, 28, 23, 0]"
disagreement,0.79,1,43,aime24,answer_length,"[1, 9, 25, 4, 16, 11, 3, 27, 18, 0, 19, 13, 28, 5, 22, 8, 6, 10, 2, 20, 12, 7, 21]"
disagreement,0.79,2,44,aime24,accuracy,"[4, 6, 9, 11, 12, 15, 16, 18, 20, 22, 24, 23, 27, 3, 7, 8, 28, 5, 0, 29, 1, 19, 14]"
disagreement,0.79,2,44,aime24,answer_length,"[13, 19, 20, 25, 3, 5, 12, 7, 9, 0, 22, 26, 21, 27, 1, 2, 8, 4, 6, 10, 28, 24, 11]"
disagreement,0.79,3,45,aime24,accuracy,"[4, 6, 9, 11, 12, 15, 16, 18, 20, 22, 24, 13, 23, 26, 29, 1, 5, 7, 0, 25, 10, 19, 17]"
disagreement,0.79,3,45,aime24,answer_length,"[8, 13, 18, 29, 2, 9, 10, 0, 25, 27, 22, 3, 4, 12, 1, 16, 23, 19, 28, 21, 7, 5, 26]"
disagreement,0.89,0,42,aime24,accuracy,"[4, 6, 9, 11, 12, 15, 16, 18, 20, 22, 24, 3, 0, 13, 10, 29, 2, 19, 1, 17, 27, 21, 8, 28, 26, 7]"
disagreement,0.89,0,42,aime24,answer_length,"[23, 3, 0, 26, 8, 7, 24, 4, 28, 20, 2, 13, 27, 16, 1, 21, 11, 25, 18, 10, 5, 6, 22, 29, 9, 12]"
disagreement,0.89,1,43,aime24,accuracy,"[4, 6, 9, 11, 12, 15, 16, 18, 20, 22, 24, 1, 14, 5, 25, 7, 17, 19, 29, 10, 28, 23, 0, 27, 3, 8]"
disagreement,0.89,1,43,aime24,answer_length,"[1, 9, 25, 4, 16, 11, 3, 27, 18, 0, 19, 13, 28, 5, 22, 8, 6, 10, 2, 20, 12, 7, 21, 23, 26, 24]"
disagreement,0.89,2,44,aime24,accuracy,"[4, 6, 9, 11, 12, 15, 16, 18, 20, 22, 24, 23, 27, 3, 7, 8, 28, 5, 0, 29, 1, 19, 14, 10, 21, 2]"
disagreement,0.89,2,44,aime24,answer_length,"[13, 19, 20, 25, 3, 5, 12, 7, 9, 0, 22, 26, 21, 27, 1, 2, 8, 4, 6, 10, 28, 24, 11, 16, 29, 23]"
disagreement,0.89,3,45,aime24,accuracy,"[4, 6, 9, 11, 12, 15, 16, 18, 20, 22, 24, 13, 23, 26, 29, 1, 5, 7, 0, 25, 10, 19, 17, 2, 27, 8]"
disagreement,0.89,3,45,aime24,answer_length,"[8, 13, 18, 29, 2, 9, 10, 0, 25, 27, 22, 3, 4, 12, 1, 16, 23, 19, 28, 21, 7, 5, 26, 11, 6, 20]"
disagreement,1.0,0,42,aime24,accuracy,"[4, 6, 9, 11, 12, 15, 16, 18, 20, 22, 24, 3, 0, 13, 10, 29, 2, 19, 1, 17, 27, 21, 8, 28, 26, 7, 14, 5, 23, 25]"
disagreement,1.0,0,42,aime24,answer_length,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 17, 14, 15]"
disagreement,1.0,1,43,aime24,accuracy,"[4, 6, 9, 11, 12, 15, 16, 18, 20, 22, 24, 1, 14, 5, 25, 7, 17, 19, 29, 10, 28, 23, 0, 27, 3, 8, 2, 26, 21, 13]"
disagreement,1.0,1,43,aime24,answer_length,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 14, 15, 17]"
disagreement,1.0,2,44,aime24,accuracy,"[4, 6, 9, 11, 12, 15, 16, 18, 20, 22, 24, 23, 27, 3, 7, 8, 28, 5, 0, 29, 1, 19, 14, 10, 21, 2, 17, 26, 25, 13]"
disagreement,1.0,2,44,aime24,answer_length,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 15, 14, 17]"
disagreement,1.0,3,45,aime24,accuracy,"[4, 6, 9, 11, 12, 15, 16, 18, 20, 22, 24, 13, 23, 26, 29, 1, 5, 7, 0, 25, 10, 19, 17, 2, 27, 8, 21, 28, 3, 14]"
disagreement,1.0,3,45,aime24,answer_length,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 15, 17, 14]"
entropy,0.05,0,42,aime24,accuracy,[np.int64(6)]
entropy,0.05,0,42,aime24,answer_length,[np.int64(12)]
entropy,0.05,1,43,aime24,accuracy,[np.int64(7)]
entropy,0.05,1,43,aime24,answer_length,[np.int64(12)]
entropy,0.05,2,44,aime24,accuracy,[np.int64(6)]
entropy,0.05,2,44,aime24,answer_length,[np.int64(12)]
entropy,0.05,3,45,aime24,accuracy,[np.int64(9)]
entropy,0.05,3,45,aime24,answer_length,[np.int64(12)]
entropy,0.16,0,42,aime24,accuracy,"[np.int64(6), np.int64(7), np.int64(26), np.int64(8)]"
entropy,0.16,0,42,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(26)]"
entropy,0.16,1,43,aime24,accuracy,"[np.int64(7), np.int64(26), np.int64(6), np.int64(8)]"
entropy,0.16,1,43,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(26)]"
entropy,0.16,2,44,aime24,accuracy,"[np.int64(6), np.int64(7), np.int64(9), np.int64(16)]"
entropy,0.16,2,44,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(24)]"
entropy,0.16,3,45,aime24,accuracy,"[np.int64(9), np.int64(26), np.int64(6), np.int64(7)]"
entropy,0.16,3,45,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(26)]"
entropy,0.26,0,42,aime24,accuracy,"[np.int64(6), np.int64(7), np.int64(26), np.int64(8), np.int64(9), np.int64(16), np.int64(18)]"
entropy,0.26,0,42,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(26), np.int64(24), np.int64(8), np.int64(11)]"
entropy,0.26,1,43,aime24,accuracy,"[np.int64(7), np.int64(26), np.int64(6), np.int64(8), np.int64(9), np.int64(16), np.int64(18)]"
entropy,0.26,1,43,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(26), np.int64(24), np.int64(8), np.int64(11)]"
entropy,0.26,2,44,aime24,accuracy,"[np.int64(6), np.int64(7), np.int64(9), np.int64(16), np.int64(19), np.int64(24), np.int64(26)]"
entropy,0.26,2,44,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(24), np.int64(26), np.int64(11), np.int64(8)]"
entropy,0.26,3,45,aime24,accuracy,"[np.int64(9), np.int64(26), np.int64(6), np.int64(7), np.int64(18), np.int64(19), np.int64(4)]"
entropy,0.26,3,45,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(26), np.int64(24), np.int64(11), np.int64(8)]"
entropy,0.37,0,42,aime24,accuracy,"[np.int64(6), np.int64(7), np.int64(26), np.int64(8), np.int64(9), np.int64(16), np.int64(18), np.int64(19), np.int64(24), np.int64(4), np.int64(12)]"
entropy,0.37,0,42,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(26), np.int64(24), np.int64(8), np.int64(11), np.int64(23), np.int64(6), np.int64(18), np.int64(27)]"
entropy,0.37,1,43,aime24,accuracy,"[np.int64(7), np.int64(26), np.int64(6), np.int64(8), np.int64(9), np.int64(16), np.int64(18), np.int64(19), np.int64(24), np.int64(4), np.int64(11)]"
entropy,0.37,1,43,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(26), np.int64(24), np.int64(8), np.int64(11), np.int64(23), np.int64(6), np.int64(27), np.int64(7)]"
entropy,0.37,2,44,aime24,accuracy,"[np.int64(6), np.int64(7), np.int64(9), np.int64(16), np.int64(19), np.int64(24), np.int64(26), np.int64(4), np.int64(8), np.int64(12), np.int64(18)]"
entropy,0.37,2,44,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(24), np.int64(26), np.int64(11), np.int64(8), np.int64(27), np.int64(23), np.int64(6), np.int64(20)]"
entropy,0.37,3,45,aime24,accuracy,"[np.int64(9), np.int64(26), np.int64(6), np.int64(7), np.int64(18), np.int64(19), np.int64(4), np.int64(8), np.int64(16), np.int64(24), np.int64(11)]"
entropy,0.37,3,45,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(26), np.int64(24), np.int64(11), np.int64(8), np.int64(23), np.int64(6), np.int64(27), np.int64(7)]"
entropy,0.47,0,42,aime24,accuracy,"[np.int64(6), np.int64(7), np.int64(26), np.int64(8), np.int64(9), np.int64(16), np.int64(18), np.int64(19), np.int64(24), np.int64(4), np.int64(12), np.int64(20), np.int64(11), np.int64(15)]"
entropy,0.47,0,42,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(26), np.int64(24), np.int64(8), np.int64(11), np.int64(23), np.int64(6), np.int64(18), np.int64(27), np.int64(4), np.int64(7), np.int64(20)]"
entropy,0.47,1,43,aime24,accuracy,"[np.int64(7), np.int64(26), np.int64(6), np.int64(8), np.int64(9), np.int64(16), np.int64(18), np.int64(19), np.int64(24), np.int64(4), np.int64(11), np.int64(12), np.int64(15), np.int64(20)]"
entropy,0.47,1,43,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(26), np.int64(24), np.int64(8), np.int64(11), np.int64(23), np.int64(6), np.int64(27), np.int64(7), np.int64(20), np.int64(13), np.int64(4)]"
entropy,0.47,2,44,aime24,accuracy,"[np.int64(6), np.int64(7), np.int64(9), np.int64(16), np.int64(19), np.int64(24), np.int64(26), np.int64(4), np.int64(8), np.int64(12), np.int64(18), np.int64(20), np.int64(11), np.int64(15)]"
entropy,0.47,2,44,aime24,answer_length,"[np.int64(12), np.int64(9), np.int64(0), np.int64(24), np.int64(26), np.int64(11), np.int64(8), np.int64(27), np.int64(23), np.int64(6), np.int64(20), np.int64(19), np.int64(4), np.int64(5)]"
